Name,Year,Team,BA,OBP,SLG,OPS,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GDP,HBP,SH,SF,IBB,RISP,PHBA
Heo Kyoung-min,2013,Doosan Bears,0.298,0.387,0.36,0.747,75.0,276.0,228.0,35.0,68.0,9.0,1.0,1.0,25.0,14.0,4.0,27.0,14.0,82.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0
Heo Kyoung-min,2012,Doosan Bears,0.266,0.317,0.318,0.635,92.0,173.0,154.0,28.0,41.0,8.0,0.0,0.0,14.0,9.0,8.0,7.0,17.0,49.0,7.0,5.0,,,,,
Hong Sung-heon,2016,Doosan Bears,0.25,0.333,0.3,0.633,17.0,45.0,40.0,4.0,10.0,2.0,0.0,0.0,5.0,0.0,1.0,5.0,9.0,12.0,3.0,0.0,0.0,0.0,0.0,0.273,0.0
Hong Sung-heon,2015,Doosan Bears,0.262,0.362,0.372,0.734,93.0,352.0,301.0,39.0,79.0,12.0,0.0,7.0,46.0,8.0,1.0,42.0,59.0,112.0,13.0,5.0,4.0,0.0,1.0,0.307,0.3
Hong Sung-heon,2014,Doosan Bears,0.315,0.405,0.497,0.902,124.0,521.0,447.0,63.0,141.0,19.0,1.0,20.0,82.0,5.0,3.0,64.0,79.0,222.0,13.0,4.0,5.0,1.0,0.0,0.323,0.0
Hong Sung-heon,2013,Doosan Bears,0.299,0.379,0.439,0.818,127.0,538.0,469.0,61.0,140.0,21.0,0.0,15.0,72.0,5.0,3.0,57.0,93.0,206.0,15.0,6.0,1.0,0.0,0.0,0.222,0.0
Hong Sung-heon,2012,Lotte Giants,0.292,0.369,0.459,0.828,113.0,443.0,390.0,48.0,114.0,20.0,0.0,15.0,74.0,4.0,5.0,47.0,83.0,179.0,10.0,2.0,,,,,
Hong Sung-heon,2011,Lotte Giants,0.306,0.376,0.403,0.779,132.0,535.0,474.0,70.0,145.0,24.0,2.0,6.0,67.0,2.0,5.0,53.0,80.0,191.0,22.0,3.0,,,,,
Hong Sung-heon,2010,Lotte Giants,0.35,0.427,0.601,1.028,111.0,498.0,431.0,88.0,151.0,28.0,1.0,26.0,116.0,2.0,2.0,54.0,49.0,259.0,18.0,7.0,,,,,
Hong Sung-heon,2009,Lotte Giants,0.371,0.435,0.533,0.968,119.0,487.0,426.0,71.0,158.0,33.0,0.0,12.0,64.0,9.0,3.0,49.0,55.0,227.0,15.0,5.0,,,,,
Hong Sung-heon,2008,Doosan Bears,0.331,0.37,0.442,0.812,114.0,460.0,423.0,45.0,140.0,19.0,2.0,8.0,63.0,8.0,1.0,25.0,35.0,187.0,16.0,4.0,,,,,
Hong Sung-heon,2007,Doosan Bears,0.268,0.354,0.381,0.735,80.0,274.0,231.0,21.0,62.0,11.0,0.0,5.0,39.0,0.0,2.0,26.0,29.0,88.0,10.0,8.0,,,,,
Hong Sung-heon,2006,Doosan Bears,0.287,0.336,0.405,0.741,119.0,424.0,390.0,36.0,112.0,16.0,0.0,10.0,56.0,1.0,1.0,26.0,49.0,158.0,10.0,4.0,,,,,
Hong Sung-heon,2005,Doosan Bears,0.272,0.324,0.398,0.722,115.0,433.0,394.0,41.0,107.0,17.0,0.0,11.0,74.0,2.0,2.0,29.0,57.0,157.0,17.0,3.0,,,,,
Hong Sung-heon,2004,Doosan Bears,0.329,0.384,0.475,0.859,133.0,552.0,501.0,62.0,165.0,27.0,2.0,14.0,86.0,10.0,7.0,36.0,70.0,238.0,8.0,10.0,,,,,
Hong Sung-heon,2003,Doosan Bears,0.29,0.326,0.427,0.753,73.0,263.0,241.0,20.0,70.0,12.0,0.0,7.0,36.0,2.0,2.0,15.0,44.0,103.0,8.0,0.0,,,,,
Hong Sung-heon,2002,Doosan Bears,0.289,0.35,0.454,0.804,127.0,484.0,432.0,51.0,125.0,17.0,0.0,18.0,70.0,5.0,3.0,37.0,63.0,196.0,17.0,5.0,,,,,
Hong Sung-heon,2001,Doosan Bears,0.267,0.318,0.375,0.693,122.0,452.0,408.0,50.0,109.0,18.0,1.0,8.0,48.0,9.0,4.0,26.0,53.0,153.0,13.0,6.0,,,,,
Hong Sung-heon,2000,Doosan Bears,0.29,0.342,0.397,0.397,127.0,484.0,438.0,55.0,127.0,13.0,2.0,10.0,59.0,10.0,3.0,32.0,50.0,174.0,12.0,3.0,,,,,
Hong Sung-heon,1999,Doosan Bears,0.258,0.307,0.439,0.439,111.0,392.0,353.0,47.0,91.0,14.0,1.0,16.0,63.0,3.0,1.0,22.0,61.0,155.0,10.0,3.0,,,,,
Kang Min-ho,2024,Samsung Lions,0.303,0.365,0.496,0.861,136.0,452.0,403.0,48.0,122.0,19.0,1.0,19.0,77.0,3.0,0.0,35.0,52.0,200.0,17.0,8.0,0.0,6.0,2.0,0.274,0.182
Kang Min-ho,2023,Samsung Lions,0.29,0.366,0.445,0.811,125.0,495.0,434.0,60.0,126.0,19.0,0.0,16.0,77.0,6.0,1.0,49.0,65.0,193.0,17.0,6.0,1.0,5.0,4.0,0.301,0.0
Kang Min-ho,2022,Samsung Lions,0.258,0.33,0.409,0.739,130.0,444.0,396.0,38.0,102.0,19.0,1.0,13.0,66.0,0.0,0.0,41.0,58.0,162.0,21.0,3.0,1.0,3.0,4.0,0.287,0.4
Kang Min-ho,2021,Samsung Lions,0.291,0.361,0.478,0.839,123.0,462.0,406.0,55.0,118.0,22.0,0.0,18.0,67.0,0.0,0.0,45.0,53.0,194.0,18.0,4.0,0.0,7.0,4.0,0.25,0.25
Kang Min-ho,2020,Samsung Lions,0.287,0.349,0.487,0.836,119.0,393.0,355.0,46.0,102.0,14.0,0.0,19.0,61.0,0.0,0.0,31.0,54.0,173.0,17.0,4.0,0.0,3.0,2.0,0.303,0.143
Kang Min-ho,2019,Samsung Lions,0.234,0.315,0.405,0.72,112.0,393.0,346.0,36.0,81.0,20.0,0.0,13.0,45.0,0.0,0.0,33.0,76.0,140.0,9.0,9.0,2.0,3.0,2.0,0.235,0.0
Kang Min-ho,2018,Samsung Lions,0.269,0.331,0.457,0.788,129.0,477.0,427.0,46.0,115.0,14.0,0.0,22.0,71.0,0.0,0.0,29.0,96.0,195.0,11.0,14.0,0.0,7.0,5.0,0.225,0.273
Kang Min-ho,2017,Lotte Giants,0.285,0.361,0.482,0.843,130.0,515.0,456.0,62.0,130.0,22.0,1.0,22.0,68.0,0.0,2.0,41.0,104.0,220.0,15.0,15.0,0.0,3.0,6.0,0.27,0.167
Kang Min-ho,2016,Lotte Giants,0.323,0.433,0.549,0.982,116.0,460.0,381.0,65.0,123.0,26.0,0.0,20.0,72.0,4.0,0.0,66.0,91.0,209.0,7.0,10.0,0.0,3.0,4.0,0.33,0.333
Kang Min-ho,2015,Lotte Giants,0.311,0.421,0.639,1.06,123.0,456.0,380.0,63.0,118.0,18.0,1.0,35.0,86.0,0.0,0.0,60.0,112.0,243.0,14.0,14.0,0.0,2.0,2.0,0.322,0.167
Kang Min-ho,2014,Lotte Giants,0.229,0.325,0.442,0.767,98.0,360.0,310.0,37.0,71.0,14.0,2.0,16.0,40.0,1.0,2.0,33.0,92.0,137.0,6.0,13.0,0.0,4.0,3.0,0.169,0.2
Kang Min-ho,2013,Lotte Giants,0.235,0.366,0.376,0.742,105.0,405.0,327.0,48.0,77.0,13.0,0.0,11.0,57.0,4.0,1.0,60.0,87.0,123.0,5.0,11.0,0.0,1.0,0.0,0.0,0.0
Kang Min-ho,2012,Lotte Giants,0.273,0.355,0.468,0.822,119.0,454.0,400.0,41.0,109.0,21.0,0.0,19.0,66.0,0.0,1.0,44.0,97.0,187.0,9.0,8.0,,,,,
Kang Min-ho,2011,Lotte Giants,0.289,0.366,0.48,0.846,124.0,506.0,450.0,63.0,130.0,25.0,2.0,19.0,66.0,4.0,6.0,47.0,81.0,216.0,18.0,8.0,,,,,
Kang Min-ho,2010,Lotte Giants,0.305,0.376,0.524,0.9,117.0,465.0,410.0,66.0,125.0,19.0,1.0,23.0,72.0,2.0,7.0,42.0,65.0,215.0,16.0,8.0,,,,,
Kang Min-ho,2009,Lotte Giants,0.26,0.346,0.412,0.758,83.0,301.0,262.0,36.0,68.0,13.0,0.0,9.0,30.0,0.0,0.0,33.0,44.0,108.0,9.0,3.0,,,,,
Kang Min-ho,2008,Lotte Giants,0.292,0.365,0.485,0.85,122.0,501.0,435.0,51.0,127.0,25.0,1.0,19.0,82.0,2.0,4.0,49.0,77.0,211.0,13.0,7.0,,,,,
Kang Min-ho,2007,Lotte Giants,0.271,0.335,0.421,0.756,125.0,474.0,413.0,48.0,112.0,20.0,0.0,14.0,68.0,1.0,4.0,37.0,88.0,174.0,10.0,4.0,,,,,
Kang Min-ho,2006,Lotte Giants,0.251,0.307,0.366,0.673,126.0,460.0,410.0,40.0,103.0,20.0,0.0,9.0,53.0,4.0,1.0,23.0,78.0,150.0,5.0,11.0,,,,,
Kang Min-ho,2005,Lotte Giants,0.243,0.267,0.341,0.608,104.0,230.0,214.0,20.0,52.0,11.0,2.0,2.0,18.0,1.0,4.0,5.0,56.0,73.0,7.0,2.0,,,,,
Kang Min-ho,2004,Lotte Giants,0.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,
Ko Do-hyeon,2014,Lotte Giants,0.286,0.286,0.286,0.571,4.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Ko Do-hyeon,2013,Lotte Giants,0.25,0.25,0.25,0.5,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
Kwon Young-jun,2012,Lotte Giants,0.231,0.286,0.231,0.516,11.0,,13.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,,,,,
Kim Dae-woo,2020,Lotte Giants,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim Dae-woo,2017,Lotte Giants,0.2,0.238,0.3,0.538,12.0,22.0,20.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,10.0,6.0,0.0,0.0,1.0,0.0,0.0,0.4,0.143
Kim Dae-woo,2016,Lotte Giants,0.0,0.5,0.0,0.5,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim Dae-woo,2015,Lotte Giants,0.174,0.224,0.304,0.528,39.0,100.0,92.0,9.0,16.0,1.0,1.0,3.0,9.0,3.0,1.0,5.0,39.0,28.0,2.0,1.0,2.0,0.0,0.0,0.174,0.111
Kim Dae-woo,2014,Lotte Giants,0.24,0.269,0.24,0.509,18.0,26.0,25.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.143,0.5
Kim Dae-woo,2013,Lotte Giants,0.239,0.361,0.411,0.772,69.0,216.0,180.0,23.0,43.0,15.0,2.0,4.0,27.0,4.0,3.0,33.0,66.0,74.0,4.0,2.0,0.0,1.0,1.0,0.237,0.4
Kim Dae-woo,2012,Lotte Giants,0.0,0.0,0.0,0.0,6.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,,,,
Kim Sa-hoon,2019,Lotte Giants,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim Sa-hoon,2018,Lotte Giants,0.23,0.25,0.27,0.52,56.0,79.0,74.0,7.0,17.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,22.0,20.0,0.0,1.0,3.0,0.0,0.0,0.227,0.0
Kim Sa-hoon,2017,Lotte Giants,0.184,0.25,0.224,0.474,57.0,89.0,76.0,1.0,14.0,3.0,0.0,0.0,8.0,1.0,0.0,6.0,21.0,17.0,2.0,1.0,5.0,1.0,0.0,0.172,0.0
Kim Sa-hoon,2016,Lotte Giants,0.321,0.387,0.357,0.744,19.0,36.0,28.0,5.0,9.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,6.0,10.0,1.0,0.0,5.0,0.0,0.0,0.333,0.0
Kim Sa-hoon,2014,Lotte Giants,0.333,0.333,0.333,0.666,4.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Kim Sa-hoon,2013,Lotte Giants,0.103,0.235,0.138,0.373,17.0,35.0,29.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,8.0,4.0,1.0,1.0,1.0,0.0,0.0,0.333,0.0
Kim Sa-hoon,2012,Lotte Giants,0.267,0.267,0.333,0.6,17.0,15.0,15.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,,,,,
Kim Sang-ho,2017,Lotte Giants,0.228,0.316,0.277,0.593,80.0,114.0,101.0,7.0,23.0,3.0,1.0,0.0,7.0,0.0,3.0,11.0,22.0,28.0,4.0,2.0,0.0,0.0,1.0,0.214,0.269
Kim Sang-ho,2016,Lotte Giants,0.29,0.358,0.402,0.76,114.0,415.0,366.0,39.0,106.0,20.0,0.0,7.0,56.0,3.0,1.0,38.0,84.0,147.0,10.0,4.0,2.0,5.0,2.0,0.273,0.429
Kim Sang-ho,2013,Lotte Giants,0.205,0.28,0.273,0.553,25.0,50.0,44.0,5.0,9.0,3.0,0.0,0.0,3.0,0.0,0.0,5.0,11.0,12.0,1.0,0.0,,,,,
Kim Sang-ho,2012,Lotte Giants,0.167,0.333,0.167,0.5,8.0,15.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,,,,,
Kim Jun-tae,2024,KT Wiz,0.24,0.367,0.32,0.687,23.0,30.0,25.0,6.0,6.0,2.0,0.0,0.0,3.0,0.0,0.0,5.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0
Kim Jun-tae,2023,KT Wiz,0.209,0.326,0.322,0.648,69.0,136.0,115.0,10.0,24.0,4.0,0.0,3.0,23.0,1.0,0.0,19.0,32.0,37.0,3.0,1.0,1.0,0.0,0.0,0.4,0.3
Kim Jun-tae,2022,KT Wiz,0.273,0.36,0.403,0.763,98.0,270.0,231.0,28.0,63.0,16.0,1.0,4.0,27.0,2.0,0.0,33.0,77.0,93.0,4.0,0.0,3.0,3.0,1.0,0.25,0.182
Kim Jun-tae,2021,KT Wiz,0.195,0.295,0.328,0.623,58.0,149.0,128.0,17.0,25.0,5.0,0.0,4.0,15.0,0.0,0.0,18.0,40.0,42.0,3.0,1.0,0.0,2.0,0.0,0.154,0.182
Kim Jun-tae,2020,Lotte Giants,0.225,0.344,0.327,0.671,128.0,369.0,306.0,38.0,69.0,12.0,2.0,5.0,43.0,2.0,2.0,56.0,64.0,100.0,5.0,1.0,3.0,3.0,0.0,0.267,0.2
Kim Jun-tae,2019,Lotte Giants,0.159,0.275,0.193,0.468,43.0,104.0,88.0,10.0,14.0,3.0,0.0,0.0,8.0,0.0,0.0,12.0,23.0,17.0,1.0,2.0,2.0,0.0,0.0,0.222,0.0
Kim Jun-tae,2016,Lotte Giants,0.275,0.385,0.367,0.752,68.0,144.0,120.0,12.0,33.0,3.0,1.0,2.0,16.0,0.0,0.0,22.0,42.0,44.0,0.0,0.0,1.0,1.0,1.0,0.184,0.333
Kim Jun-tae,2015,Lotte Giants,0.154,0.267,0.154,0.421,27.0,31.0,26.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Kim Jun-tae,2013,Lotte Giants,0.333,0.333,0.333,0.666,4.0,6.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Moon Kyu-hyun,2019,Lotte Giants,0.25,0.271,0.281,0.552,40.0,72.0,64.0,7.0,16.0,2.0,0.0,0.0,10.0,0.0,0.0,3.0,10.0,18.0,1.0,0.0,2.0,3.0,0.0,0.357,0.2
Moon Kyu-hyun,2018,Lotte Giants,0.275,0.309,0.399,0.708,122.0,349.0,316.0,42.0,87.0,19.0,1.0,6.0,41.0,3.0,1.0,18.0,45.0,126.0,9.0,0.0,9.0,6.0,0.0,0.274,0.25
Moon Kyu-hyun,2017,Lotte Giants,0.27,0.295,0.391,0.686,110.0,337.0,304.0,38.0,82.0,15.0,2.0,6.0,42.0,2.0,1.0,10.0,42.0,119.0,10.0,2.0,18.0,3.0,1.0,0.242,0.0
Moon Kyu-hyun,2016,Lotte Giants,0.272,0.333,0.342,0.675,120.0,368.0,316.0,38.0,86.0,10.0,0.0,4.0,40.0,2.0,3.0,29.0,39.0,108.0,10.0,1.0,19.0,2.0,0.0,0.244,0.25
Moon Kyu-hyun,2015,Lotte Giants,0.245,0.283,0.321,0.604,105.0,298.0,265.0,24.0,65.0,12.0,1.0,2.0,25.0,4.0,2.0,14.0,39.0,85.0,6.0,1.0,15.0,3.0,0.0,0.2,0.0
Moon Kyu-hyun,2014,Lotte Giants,0.281,0.35,0.374,0.724,77.0,275.0,235.0,33.0,66.0,16.0,0.0,2.0,27.0,5.0,2.0,26.0,30.0,88.0,7.0,0.0,12.0,2.0,0.0,0.268,0.0
Moon Kyu-hyun,2013,Lotte Giants,0.238,0.307,0.257,0.564,79.0,116.0,101.0,10.0,24.0,2.0,0.0,0.0,6.0,2.0,0.0,11.0,23.0,26.0,1.0,0.0,0.0,0.0,0.0,0.167,0.0
Moon Kyu-hyun,2012,Lotte Giants,0.205,0.255,0.246,0.501,105.0,277.0,244.0,17.0,50.0,10.0,0.0,0.0,17.0,0.0,2.0,13.0,50.0,60.0,3.0,4.0,,,,,
Moon Kyu-hyun,2011,Lotte Giants,0.242,0.312,0.318,0.63,125.0,379.0,327.0,40.0,79.0,13.0,3.0,2.0,39.0,5.0,2.0,28.0,60.0,104.0,4.0,7.0,,,,,
Moon Kyu-hyun,2010,Lotte Giants,0.237,0.308,0.335,0.643,80.0,201.0,173.0,18.0,41.0,8.0,0.0,3.0,16.0,2.0,1.0,15.0,40.0,58.0,3.0,4.0,,,,,
Moon Kyu-hyun,2009,Lotte Giants,0.167,0.167,0.333,0.5,11.0,18.0,18.0,2.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,,,,,
Moon Kyu-hyun,2007,Lotte Giants,0.056,0.053,0.056,0.109,25.0,19.0,18.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,,,,,
Moon Kyu-hyun,2004,Lotte Giants,0.0,0.0,0.0,0.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,,,,,
Moon Kyu-hyun,2003,Lotte Giants,0.2,0.256,0.325,0.581,17.0,44.0,40.0,5.0,8.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,13.0,0.0,2.0,,,,,
Moon Kyu-hyun,2002,Lotte Giants,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Park Ki-hyuck,2018,KT Wiz,0.214,0.272,0.266,0.538,98.0,196.0,173.0,17.0,37.0,6.0,0.0,1.0,15.0,1.0,0.0,13.0,50.0,46.0,8.0,2.0,5.0,3.0,0.0,0.196,1.0
Park Ki-hyuck,2017,KT Wiz,0.238,0.289,0.319,0.608,97.0,263.0,235.0,22.0,56.0,11.0,1.0,2.0,18.0,2.0,1.0,16.0,51.0,75.0,9.0,2.0,7.0,3.0,0.0,0.194,0.0
Park Ki-hyuck,2016,KT Wiz,0.273,0.331,0.334,0.665,117.0,348.0,308.0,36.0,84.0,13.0,0.0,2.0,34.0,0.0,2.0,27.0,53.0,103.0,8.0,1.0,10.0,2.0,0.0,0.247,0.125
Park Ki-hyuck,2015,KT Wiz,0.28,0.35,0.34,0.69,126.0,350.0,300.0,27.0,84.0,13.0,1.0,1.0,30.0,3.0,0.0,30.0,84.0,102.0,10.0,3.0,16.0,1.0,0.0,0.31,0.0
Park Ki-hyuck,2014,Lotte Giants,0.157,0.295,0.196,0.491,22.0,63.0,51.0,8.0,8.0,2.0,0.0,0.0,2.0,0.0,1.0,10.0,11.0,10.0,1.0,0.0,2.0,0.0,0.0,0.2,0.0
Park Ki-hyuck,2013,Lotte Giants,0.2,0.304,0.233,0.537,31.0,70.0,60.0,4.0,12.0,2.0,0.0,0.0,9.0,1.0,3.0,9.0,11.0,14.0,3.0,0.0,1.0,0.0,0.0,0.3,0.0
Park Ki-hyuck,2010,Lotte Giants,0.216,0.248,0.235,0.483,48.0,166.0,153.0,10.0,33.0,3.0,0.0,0.0,13.0,2.0,0.0,6.0,18.0,36.0,5.0,1.0,,,,,
Park Ki-hyuck,2009,Lotte Giants,0.217,0.283,0.258,0.541,109.0,346.0,299.0,32.0,65.0,10.0,1.0,0.0,21.0,7.0,6.0,28.0,61.0,77.0,13.0,1.0,,,,,
Park Ki-hyuck,2008,Lotte Giants,0.291,0.364,0.342,0.706,113.0,404.0,351.0,47.0,102.0,13.0,1.0,1.0,36.0,16.0,7.0,40.0,47.0,120.0,6.0,2.0,,,,,
Park Ki-hyuck,2007,Lotte Giants,0.222,0.313,0.271,0.584,108.0,320.0,266.0,26.0,59.0,8.0,1.0,1.0,24.0,5.0,4.0,34.0,44.0,72.0,5.0,3.0,,,,,
Park Ki-hyuck,2006,Lotte Giants,0.252,0.329,0.297,0.626,117.0,371.0,310.0,26.0,78.0,14.0,0.0,0.0,25.0,8.0,8.0,33.0,53.0,92.0,7.0,3.0,,,,,
Park Ki-hyuck,2005,Lotte Giants,0.278,0.349,0.361,0.71,114.0,382.0,335.0,44.0,93.0,13.0,3.0,3.0,27.0,8.0,3.0,36.0,61.0,121.0,5.0,1.0,,,,,
Park Ki-hyuck,2004,Lotte Giants,0.203,0.273,0.288,0.561,131.0,386.0,340.0,35.0,69.0,7.0,2.0,6.0,35.0,11.0,4.0,30.0,75.0,98.0,8.0,3.0,,,,,
Park Ki-hyuck,2003,Lotte Giants,0.246,0.298,0.338,0.636,95.0,321.0,281.0,34.0,69.0,10.0,2.0,4.0,32.0,7.0,4.0,20.0,42.0,95.0,9.0,2.0,,,,,
Park Ki-hyuck,2002,Lotte Giants,0.243,0.29,0.287,0.577,66.0,146.0,136.0,15.0,33.0,6.0,0.0,0.0,8.0,6.0,2.0,9.0,38.0,39.0,6.0,0.0,,,,,
Park Ki-hyuck,2001,Lotte Giants,0.143,0.183,0.25,0.433,47.0,61.0,56.0,10.0,8.0,3.0,0.0,1.0,7.0,2.0,1.0,3.0,11.0,14.0,1.0,0.0,,,,,
Park Ki-hyuck,2000,Lotte Giants,0.333,0.333,0.333,0.333,5.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,,,,
Park Jong-yoon,2016,Lotte Giants,0.282,0.322,0.333,0.655,73.0,211.0,195.0,24.0,55.0,5.0,1.0,1.0,17.0,3.0,2.0,10.0,25.0,65.0,4.0,2.0,3.0,1.0,1.0,0.245,0.211
Park Jong-yoon,2015,Lotte Giants,0.255,0.277,0.347,0.624,98.0,326.0,314.0,29.0,80.0,11.0,3.0,4.0,28.0,0.0,1.0,7.0,38.0,109.0,11.0,3.0,1.0,1.0,2.0,0.224,0.091
Park Jong-yoon,2014,Lotte Giants,0.309,0.343,0.445,0.788,123.0,476.0,440.0,59.0,136.0,31.0,4.0,7.0,73.0,0.0,2.0,22.0,65.0,196.0,10.0,4.0,4.0,6.0,2.0,0.324,0.636
Park Jong-yoon,2013,Lotte Giants,0.255,0.298,0.383,0.681,115.0,416.0,381.0,37.0,97.0,24.0,2.0,7.0,58.0,4.0,2.0,21.0,56.0,146.0,9.0,5.0,1.0,0.0,0.0,0.5,0.0
Park Jong-yoon,2012,Lotte Giants,0.257,0.302,0.387,0.689,121.0,459.0,416.0,41.0,107.0,19.0,4.0,9.0,47.0,5.0,2.0,22.0,64.0,161.0,10.0,5.0,,,,,
Park Jong-yoon,2011,Lotte Giants,0.282,0.306,0.369,0.675,111.0,162.0,149.0,24.0,42.0,7.0,0.0,2.0,29.0,3.0,2.0,7.0,27.0,55.0,3.0,0.0,,,,,
Park Jong-yoon,2010,Lotte Giants,0.257,0.283,0.404,0.687,110.0,322.0,307.0,32.0,79.0,17.0,2.0,8.0,51.0,5.0,4.0,10.0,49.0,124.0,12.0,2.0,,,,,
Park Jong-yoon,2009,Lotte Giants,0.26,0.306,0.39,0.696,47.0,136.0,123.0,9.0,32.0,8.0,1.0,2.0,19.0,0.0,1.0,3.0,23.0,48.0,7.0,6.0,,,,,
Park Jong-yoon,2008,Lotte Giants,0.206,0.229,0.412,0.641,15.0,35.0,34.0,5.0,7.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,11.0,14.0,0.0,1.0,,,,,
Park Jong-yoon,2007,Lotte Giants,0.222,0.222,0.556,0.778,8.0,9.0,9.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,,,,,
Park Jong-yoon,2005,Lotte Giants,0.0,0.125,0.0,0.125,6.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,,,,,
Park Jong-yoon,2002,Lotte Giants,0.241,0.258,0.276,0.534,10.0,31.0,29.0,2.0,7.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,11.0,8.0,0.0,0.0,,,,,
Park Joon-seo,2015,Lotte Giants,0.0,0.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Park Joon-seo,2014,Lotte Giants,0.232,0.325,0.343,0.668,74.0,118.0,99.0,9.0,23.0,9.0,1.0,0.0,13.0,0.0,0.0,14.0,24.0,34.0,1.0,1.0,1.0,3.0,1.0,0.2,0.256
Park Joon-seo,2013,Lotte Giants,0.298,0.374,0.411,0.785,79.0,139.0,124.0,15.0,37.0,6.0,1.0,2.0,32.0,2.0,0.0,13.0,23.0,51.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
Park Joon-seo,2012,Lotte Giants,0.275,0.318,0.39,0.708,87.0,207.0,182.0,21.0,50.0,9.0,3.0,2.0,12.0,5.0,1.0,11.0,33.0,71.0,2.0,1.0,,,,,
Park Joon-seo,2011,Lotte Giants,0.1,0.182,0.15,0.332,21.0,23.0,20.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,,,,,
Park Joon-seo,2010,Lotte Giants,0.122,0.189,0.163,0.352,22.0,56.0,49.0,4.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,10.0,8.0,1.0,1.0,,,,,
Park Joon-seo,2009,Lotte Giants,0.21,0.269,0.258,0.527,40.0,69.0,62.0,6.0,13.0,1.0,1.0,0.0,2.0,1.0,0.0,4.0,18.0,16.0,0.0,1.0,,,,,
