Name,Year,Team,BA,OBP,SLG,OPS,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GDP,HBP,SH,SF,IBB,RISP,PHBA
Hong Myung-chan,2011,SK Wyverns,0.182,0.308,0.273,0.58,8.0,,11.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,2.0,0.0,,,,,
Hong Myung-chan,2006,SK Wyverns,0.0,,,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Kang Jung-ho,2014,Nexen Heroes,0.356,0.459,0.739,1.198,117.0,501.0,418.0,103.0,149.0,36.0,2.0,40.0,117.0,3.0,3.0,68.0,106.0,309.0,8.0,13.0,0.0,2.0,2.0,0.361,0.0
Kang Jung-ho,2013,Nexen Heroes,0.291,0.387,0.489,0.876,126.0,532.0,450.0,67.0,131.0,21.0,1.0,22.0,96.0,15.0,8.0,68.0,109.0,220.0,18.0,6.0,0.0,1.0,0.0,0.25,0.0
Kang Jung-ho,2012,Nexen Heroes,0.314,0.413,0.56,0.973,124.0,519.0,436.0,77.0,137.0,32.0,0.0,25.0,82.0,21.0,5.0,71.0,78.0,244.0,16.0,6.0,,,,,
Kang Jung-ho,2011,Nexen Heroes,0.282,0.353,0.401,0.754,123.0,504.0,444.0,53.0,125.0,22.0,2.0,9.0,63.0,4.0,6.0,43.0,62.0,178.0,12.0,9.0,,,,,
Kang Jung-ho,2010,Nexen Heroes,0.301,0.391,0.457,0.848,133.0,522.0,449.0,60.0,135.0,30.0,2.0,12.0,58.0,2.0,2.0,61.0,87.0,205.0,14.0,7.0,,,,,
Kang Jung-ho,2009,Heroes,0.286,0.349,0.508,0.857,133.0,538.0,476.0,73.0,136.0,33.0,2.0,23.0,81.0,3.0,2.0,45.0,81.0,242.0,18.0,4.0,,,,,
Kang Jung-ho,2008,Woori Heroes,0.271,0.334,0.392,0.726,116.0,408.0,362.0,36.0,98.0,18.0,1.0,8.0,47.0,3.0,1.0,31.0,65.0,142.0,12.0,5.0,,,,,
Kang Jung-ho,2007,Hyundai Unicorns,0.133,0.133,0.133,0.266,20.0,15.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,,,,,
Kang Jung-ho,2006,Hyundai Unicorns,0.15,0.15,0.2,0.35,10.0,21.0,20.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,4.0,1.0,0.0,,,,,
Kim Nam-hyung,2012,Nexen Heroes,0.0,0.0,0.0,0.0,6.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,
Kim Nam-hyung,2008,Woori Heroes,0.273,0.304,0.318,0.623,21.0,,22.0,4.0,6.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,6.0,7.0,0.0,0.0,,,,,
Kim Nam-hyung,2007,Hyundai Unicorns,0.0,0.0,0.0,0.0,5.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
Kim Min-sung,2024,Lotte Giants,0.2,0.321,0.357,0.678,35.0,84.0,70.0,6.0,14.0,5.0,0.0,2.0,8.0,0.0,1.0,10.0,18.0,25.0,1.0,3.0,0.0,1.0,0.0,0.2,0.429
Kim Min-sung,2023,LG Twins,0.249,0.326,0.377,0.703,112.0,316.0,273.0,34.0,68.0,11.0,0.0,8.0,41.0,2.0,1.0,25.0,58.0,103.0,7.0,7.0,9.0,2.0,0.0,0.253,0.167
Kim Min-sung,2022,LG Twins,0.207,0.273,0.3,0.573,92.0,157.0,140.0,16.0,29.0,4.0,0.0,3.0,20.0,0.0,1.0,10.0,27.0,42.0,4.0,3.0,3.0,1.0,0.0,0.211,0.214
Kim Min-sung,2021,LG Twins,0.222,0.313,0.35,0.663,121.0,426.0,360.0,35.0,80.0,22.0,0.0,8.0,39.0,3.0,3.0,42.0,73.0,126.0,7.0,8.0,11.0,5.0,2.0,0.207,0.111
Kim Min-sung,2020,LG Twins,0.266,0.325,0.384,0.709,87.0,333.0,297.0,29.0,79.0,20.0,0.0,5.0,47.0,2.0,1.0,24.0,66.0,114.0,8.0,4.0,4.0,4.0,2.0,0.321,0.0
Kim Min-sung,2019,LG Twins,0.26,0.323,0.371,0.694,107.0,401.0,361.0,44.0,94.0,16.0,0.0,8.0,50.0,2.0,1.0,30.0,75.0,134.0,12.0,4.0,5.0,1.0,0.0,0.33,0.0
Kim Min-sung,2018,Nexen Heroes,0.283,0.351,0.414,0.765,128.0,465.0,413.0,46.0,117.0,24.0,0.0,10.0,45.0,1.0,0.0,40.0,80.0,171.0,6.0,6.0,1.0,5.0,3.0,0.231,0.471
Kim Min-sung,2017,Nexen Heroes,0.282,0.345,0.436,0.781,133.0,530.0,472.0,59.0,133.0,26.0,1.0,15.0,78.0,0.0,1.0,43.0,93.0,206.0,15.0,7.0,0.0,8.0,2.0,0.288,0.0
Kim Min-sung,2016,Nexen Heroes,0.306,0.367,0.502,0.869,141.0,579.0,510.0,76.0,156.0,39.0,5.0,17.0,90.0,6.0,3.0,53.0,89.0,256.0,15.0,3.0,1.0,12.0,3.0,0.298,0.0
Kim Min-sung,2015,Nexen Heroes,0.303,0.357,0.465,0.822,118.0,489.0,445.0,60.0,135.0,24.0,0.0,16.0,71.0,1.0,1.0,31.0,62.0,207.0,15.0,8.0,2.0,3.0,1.0,0.257,0.333
Kim Min-sung,2014,Nexen Heroes,0.292,0.349,0.45,0.799,116.0,486.0,438.0,60.0,128.0,29.0,2.0,12.0,77.0,3.0,1.0,30.0,80.0,197.0,10.0,10.0,5.0,3.0,1.0,0.292,0.333
Kim Min-sung,2013,Nexen Heroes,0.282,0.36,0.441,0.801,128.0,523.0,458.0,60.0,129.0,24.0,2.0,15.0,72.0,7.0,7.0,42.0,84.0,202.0,11.0,16.0,3.0,4.0,1.0,0.301,0.0
Kim Min-sung,2012,Nexen Heroes,0.283,0.346,0.379,0.725,71.0,254.0,219.0,24.0,62.0,9.0,0.0,4.0,22.0,7.0,2.0,17.0,58.0,83.0,2.0,6.0,,,,,
Kim Min-sung,2011,Nexen Heroes,0.236,0.311,0.312,0.623,124.0,373.0,314.0,37.0,74.0,10.0,1.0,4.0,23.0,12.0,3.0,26.0,51.0,98.0,4.0,9.0,,,,,
Kim Min-sung,2010,Nexen Heroes,0.2,0.31,0.256,0.566,80.0,223.0,180.0,26.0,36.0,4.0,0.0,2.0,12.0,1.0,0.0,18.0,41.0,46.0,6.0,11.0,,,,,
Kim Min-sung,2009,Lotte Giants,0.248,0.349,0.336,0.685,114.0,389.0,327.0,51.0,81.0,17.0,0.0,4.0,37.0,5.0,5.0,48.0,72.0,110.0,8.0,4.0,,,,,
Kim Min-sung,2008,Lotte Giants,0.2,0.259,0.24,0.499,20.0,28.0,25.0,6.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0,1.0,2.0,,,,,
Kim Min-sung,2007,Lotte Giants,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
Kim Min-woo,2016,Kia Tigers,0.195,0.283,0.22,0.503,19.0,47.0,41.0,3.0,8.0,1.0,0.0,0.0,4.0,1.0,0.0,5.0,12.0,9.0,1.0,0.0,1.0,0.0,0.0,0.25,0.0
Kim Min-woo,2015,Kia Tigers,0.26,0.313,0.394,0.707,90.0,315.0,269.0,28.0,70.0,16.0,1.0,6.0,34.0,8.0,3.0,21.0,75.0,106.0,3.0,1.0,21.0,3.0,0.0,0.254,0.0
Kim Min-woo,2014,Kia Tigers,0.251,0.387,0.365,0.752,87.0,210.0,167.0,34.0,42.0,10.0,0.0,3.0,15.0,7.0,2.0,36.0,46.0,61.0,2.0,1.0,6.0,0.0,0.0,0.233,0.125
Kim Min-woo,2013,Nexen Heroes,0.292,0.364,0.354,0.718,33.0,55.0,48.0,5.0,14.0,1.0,1.0,0.0,11.0,1.0,1.0,5.0,8.0,17.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Kim Min-woo,2012,Nexen Heroes,0.228,0.313,0.355,0.668,69.0,230.0,197.0,20.0,45.0,6.0,2.0,5.0,25.0,5.0,4.0,22.0,49.0,70.0,2.0,3.0,,,,,
Kim Min-woo,2011,Nexen Heroes,0.247,0.319,0.333,0.652,126.0,535.0,466.0,66.0,115.0,22.0,0.0,6.0,31.0,23.0,9.0,48.0,100.0,155.0,7.0,2.0,,,,,
Kim Min-woo,2010,Nexen Heroes,0.257,0.356,0.376,0.732,128.0,536.0,447.0,64.0,115.0,20.0,3.0,9.0,44.0,28.0,6.0,61.0,85.0,168.0,11.0,9.0,,,,,
Kim Min-woo,2009,Heroes,0.264,0.359,0.376,0.735,78.0,151.0,125.0,15.0,33.0,5.0,0.0,3.0,10.0,9.0,0.0,17.0,36.0,47.0,3.0,2.0,,,,,
Kim Min-woo,2008,Woori Heroes,0.056,0.15,0.111,0.261,16.0,20.0,18.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,,,,,
Kim Min-woo,2004,Hyundai Unicorns,0.125,0.192,0.146,0.338,18.0,52.0,48.0,7.0,6.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,14.0,7.0,2.0,0.0,,,,,
Kim Min-woo,2003,Hyundai Unicorns,0.368,0.455,0.421,0.876,15.0,22.0,19.0,1.0,7.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,6.0,8.0,0.0,0.0,,,,,
Kim Min-woo,2002,Hyundai Unicorns,0.195,0.277,0.293,0.57,25.0,47.0,41.0,8.0,8.0,2.0,1.0,0.0,2.0,0.0,0.0,5.0,20.0,12.0,0.0,0.0,,,,,
Kim Min-jun,2020,SK Wyverns,0.0,0.0,0.0,0.0,12.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kim Min-jun,2017,Nexen Heroes,0.0,0.2,0.0,0.2,12.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kim Min-jun,2016,Nexen Heroes,0.083,0.154,0.083,0.237,20.0,13.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim Min-jun,2015,Nexen Heroes,0.0,0.5,0.0,0.5,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim Jae-hyun,2024,Kiwoom Heroes,0.243,0.297,0.281,0.578,110.0,326.0,288.0,27.0,70.0,11.0,0.0,0.0,26.0,1.0,1.0,14.0,63.0,81.0,8.0,10.0,10.0,4.0,0.0,0.237,0.0
Kim Jae-hyun,2023,Kiwoom Heroes,0.111,0.111,0.111,0.222,8.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Kim Jae-hyun,2022,Kiwoom Heroes,0.207,0.233,0.293,0.526,56.0,88.0,82.0,4.0,17.0,4.0,0.0,1.0,9.0,0.0,0.0,2.0,19.0,24.0,3.0,1.0,2.0,1.0,0.0,0.286,0.0
Kim Jae-hyun,2021,Kiwoom Heroes,0.217,0.265,0.37,0.635,39.0,51.0,46.0,2.0,10.0,7.0,0.0,0.0,8.0,0.0,1.0,3.0,12.0,17.0,1.0,0.0,2.0,0.0,0.0,0.176,0.0
Kim Jae-hyun,2020,Kiwoom Heroes,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim Jae-hyun,2018,Nexen Heroes,0.228,0.293,0.307,0.6,116.0,234.0,202.0,22.0,46.0,7.0,0.0,3.0,18.0,0.0,0.0,12.0,58.0,62.0,2.0,8.0,9.0,3.0,0.0,0.167,0.0
Kim Jae-hyun,2017,Nexen Heroes,0.167,0.205,0.262,0.467,70.0,88.0,84.0,6.0,14.0,2.0,0.0,2.0,6.0,0.0,0.0,3.0,27.0,22.0,4.0,1.0,0.0,0.0,0.0,0.074,0.0
Kim Jae-hyun,2016,Nexen Heroes,0.181,0.263,0.208,0.471,56.0,82.0,72.0,8.0,13.0,2.0,0.0,0.0,8.0,0.0,0.0,7.0,14.0,15.0,1.0,1.0,2.0,0.0,0.0,0.313,0.0
Kim Jae-hyun,2015,Nexen Heroes,0.262,0.29,0.354,0.644,59.0,71.0,65.0,7.0,17.0,3.0,0.0,1.0,6.0,0.0,0.0,2.0,15.0,23.0,1.0,1.0,2.0,1.0,0.0,0.136,0.0
Kim Jae-hyun,2014,Nexen Heroes,,1.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
Kim Ji-soo,2019,Kiwoom Heroes,0.267,0.313,0.333,0.646,69.0,32.0,30.0,3.0,8.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0
Kim Ji-soo,2018,Nexen Heroes,0.147,0.256,0.147,0.403,47.0,39.0,34.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0,0.111,0.0
Kim Ji-soo,2017,Nexen Heroes,0.171,0.205,0.257,0.462,64.0,40.0,35.0,7.0,6.0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,8.0,9.0,0.0,0.0,1.0,2.0,0.0,0.083,0.0
Kim Ji-soo,2016,Nexen Heroes,0.286,0.353,0.44,0.793,81.0,106.0,91.0,16.0,26.0,5.0,0.0,3.0,9.0,2.0,2.0,10.0,16.0,40.0,3.0,0.0,4.0,1.0,0.0,0.16,0.2
Kim Ji-soo,2015,Nexen Heroes,0.235,0.292,0.288,0.58,104.0,151.0,132.0,23.0,31.0,7.0,0.0,0.0,13.0,2.0,1.0,9.0,27.0,38.0,2.0,2.0,7.0,1.0,0.0,0.225,0.5
Kim Ji-soo,2014,Nexen Heroes,0.174,0.296,0.174,0.47,28.0,29.0,23.0,2.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0,0.2,0.0
Kim Ji-soo,2013,Nexen Heroes,0.271,0.357,0.313,0.669,37.0,60.0,48.0,9.0,13.0,2.0,0.0,0.0,3.0,1.0,0.0,7.0,9.0,15.0,1.0,0.0,4.0,1.0,0.0,0.154,0.0
Kim Ji-soo,2010,Nexen Heroes,0.0,0.167,0.0,0.167,8.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,,,,,
Kim Ji-soo,2009,Heroes,0.0,0.0,0.0,0.0,15.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,,
Mun U-ram,2015,Nexen Heroes,0.235,0.314,0.37,0.684,63.0,138.0,119.0,22.0,28.0,10.0,0.0,2.0,22.0,1.0,1.0,12.0,30.0,44.0,1.0,3.0,1.0,3.0,1.0,0.303,0.2
Mun U-ram,2014,Nexen Heroes,0.284,0.352,0.438,0.79,122.0,368.0,324.0,46.0,92.0,24.0,4.0,6.0,43.0,5.0,3.0,33.0,54.0,142.0,10.0,2.0,7.0,2.0,0.0,0.28,0.2
Mun U-ram,2013,Nexen Heroes,0.305,0.373,0.426,0.799,69.0,291.0,256.0,41.0,78.0,19.0,0.0,4.0,28.0,2.0,2.0,25.0,43.0,109.0,1.0,4.0,1.0,0.0,0.0,0.286,0.0
Mun U-ram,2012,Nexen Heroes,0.231,0.282,0.292,0.574,25.0,71.0,65.0,4.0,15.0,4.0,0.0,0.0,3.0,0.0,0.0,4.0,13.0,19.0,0.0,1.0,,,,,
Park Dong-won,2024,LG Twins,0.272,0.349,0.461,0.81,130.0,498.0,434.0,58.0,118.0,22.0,0.0,20.0,80.0,1.0,0.0,55.0,112.0,200.0,14.0,0.0,2.0,7.0,2.0,0.27,0.5
Park Dong-won,2023,LG Twins,0.249,0.334,0.443,0.777,130.0,481.0,409.0,54.0,102.0,17.0,1.0,20.0,75.0,0.0,1.0,49.0,90.0,181.0,7.0,7.0,8.0,8.0,3.0,0.212,0.333
Park Dong-won,2022,Kia Tigers,0.242,0.334,0.436,0.77,123.0,447.0,385.0,52.0,93.0,21.0,0.0,18.0,57.0,1.0,0.0,45.0,95.0,168.0,9.0,9.0,7.0,1.0,4.0,0.234,0.077
Park Dong-won,2021,Kiwoom Heroes,0.249,0.342,0.46,0.802,131.0,481.0,413.0,61.0,103.0,21.0,0.0,22.0,83.0,2.0,0.0,53.0,114.0,190.0,12.0,7.0,5.0,3.0,0.0,0.277,0.2
Park Dong-won,2020,Kiwoom Heroes,0.25,0.338,0.426,0.764,112.0,372.0,324.0,45.0,81.0,21.0,0.0,12.0,50.0,0.0,0.0,38.0,68.0,138.0,10.0,6.0,2.0,2.0,0.0,0.25,0.412
Park Dong-won,2019,Kiwoom Heroes,0.297,0.367,0.445,0.812,112.0,361.0,317.0,50.0,94.0,15.0,1.0,10.0,55.0,1.0,0.0,34.0,56.0,141.0,10.0,2.0,7.0,1.0,0.0,0.337,0.364
Park Dong-won,2018,Nexen Heroes,0.248,0.302,0.427,0.729,39.0,128.0,117.0,19.0,29.0,3.0,0.0,6.0,17.0,0.0,0.0,9.0,25.0,50.0,3.0,0.0,2.0,0.0,1.0,0.278,0.25
Park Dong-won,2017,Nexen Heroes,0.27,0.32,0.434,0.754,103.0,284.0,256.0,33.0,69.0,9.0,0.0,11.0,39.0,2.0,1.0,17.0,56.0,111.0,9.0,3.0,6.0,2.0,0.0,0.292,0.286
Park Dong-won,2016,Nexen Heroes,0.248,0.304,0.416,0.72,127.0,454.0,411.0,44.0,102.0,25.0,1.0,14.0,70.0,3.0,1.0,27.0,93.0,171.0,18.0,7.0,6.0,3.0,0.0,0.25,0.0
Park Dong-won,2015,Nexen Heroes,0.266,0.339,0.414,0.753,127.0,443.0,379.0,47.0,101.0,12.0,1.0,14.0,61.0,0.0,0.0,37.0,93.0,157.0,4.0,9.0,10.0,8.0,0.0,0.25,0.0
Park Dong-won,2014,Nexen Heroes,0.253,0.321,0.42,0.741,76.0,198.0,174.0,32.0,44.0,7.0,2.0,6.0,26.0,0.0,0.0,13.0,41.0,73.0,7.0,5.0,5.0,1.0,0.0,0.238,0.0
Park Dong-won,2013,Nexen Heroes,0.194,0.255,0.286,0.541,69.0,106.0,98.0,5.0,19.0,6.0,0.0,1.0,6.0,1.0,0.0,7.0,28.0,28.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0
Park Dong-won,2010,Nexen Heroes,0.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
Park Byung-ho,2024,Samsung Lions,0.231,0.333,0.449,0.782,120.0,406.0,350.0,52.0,81.0,7.0,0.0,23.0,70.0,4.0,0.0,47.0,121.0,157.0,13.0,7.0,0.0,2.0,0.0,0.255,0.267
Park Byung-ho,2023,KT Wiz,0.283,0.357,0.443,0.8,132.0,493.0,431.0,53.0,122.0,15.0,0.0,18.0,87.0,2.0,0.0,46.0,114.0,191.0,9.0,8.0,0.0,8.0,2.0,0.34,0.25
Park Byung-ho,2022,KT Wiz,0.275,0.349,0.559,0.908,124.0,487.0,429.0,72.0,118.0,17.0,0.0,35.0,98.0,5.0,3.0,40.0,131.0,240.0,7.0,12.0,0.0,6.0,3.0,0.259,0.429
Park Byung-ho,2021,Kiwoom Heroes,0.227,0.323,0.43,0.753,118.0,477.0,409.0,48.0,93.0,23.0,0.0,20.0,76.0,0.0,1.0,47.0,141.0,176.0,9.0,14.0,0.0,7.0,3.0,0.233,0.333
Park Byung-ho,2020,Kiwoom Heroes,0.223,0.352,0.45,0.802,93.0,383.0,309.0,56.0,69.0,7.0,0.0,21.0,66.0,0.0,0.0,57.0,114.0,139.0,8.0,9.0,0.0,8.0,2.0,0.227,0.0
Park Byung-ho,2019,Kiwoom Heroes,0.28,0.398,0.56,0.958,122.0,532.0,432.0,92.0,121.0,22.0,0.0,33.0,98.0,0.0,1.0,78.0,117.0,242.0,7.0,13.0,0.0,9.0,5.0,0.291,0.5
Park Byung-ho,2018,Nexen Heroes,0.345,0.457,0.717,1.174,113.0,488.0,400.0,88.0,138.0,20.0,0.0,43.0,112.0,0.0,1.0,68.0,114.0,287.0,9.0,17.0,0.0,3.0,10.0,0.312,0.333
Park Byung-ho,2015,Nexen Heroes,0.343,0.436,0.714,1.15,140.0,622.0,528.0,129.0,181.0,35.0,1.0,53.0,146.0,10.0,3.0,78.0,161.0,377.0,10.0,12.0,0.0,4.0,6.0,0.375,0.0
Park Byung-ho,2014,Nexen Heroes,0.303,0.433,0.686,1.119,128.0,571.0,459.0,126.0,139.0,16.0,2.0,52.0,124.0,8.0,3.0,96.0,142.0,315.0,13.0,12.0,0.0,4.0,3.0,0.292,1.0
Park Byung-ho,2013,Nexen Heroes,0.318,0.437,0.602,1.039,128.0,556.0,450.0,91.0,143.0,17.0,0.0,37.0,117.0,10.0,2.0,92.0,96.0,271.0,7.0,8.0,0.0,0.0,0.0,0.111,0.0
Park Byung-ho,2012,Nexen Heroes,0.29,0.393,0.561,0.954,133.0,560.0,469.0,76.0,136.0,34.0,0.0,31.0,105.0,20.0,9.0,73.0,111.0,263.0,6.0,11.0,,,,,
Park Byung-ho,2011,Nexen Heroes,0.254,0.343,0.522,0.865,66.0,230.0,201.0,31.0,51.0,11.0,2.0,13.0,31.0,2.0,0.0,26.0,76.0,105.0,5.0,2.0,,,,,
Park Byung-ho,2010,LG Twins,0.188,0.305,0.344,0.649,78.0,192.0,160.0,25.0,30.0,4.0,0.0,7.0,22.0,5.0,1.0,26.0,55.0,55.0,5.0,2.0,,,,,
Park Byung-ho,2009,LG Twins,0.218,0.305,0.399,0.704,68.0,213.0,188.0,28.0,41.0,7.0,0.0,9.0,25.0,2.0,1.0,20.0,70.0,75.0,3.0,4.0,,,,,
Park Byung-ho,2006,LG Twins,0.162,0.227,0.292,0.519,48.0,142.0,130.0,7.0,21.0,2.0,0.0,5.0,13.0,1.0,3.0,9.0,42.0,38.0,4.0,2.0,,,,,
Park Byung-ho,2005,LG Twins,0.19,0.265,0.313,0.578,79.0,185.0,163.0,22.0,31.0,11.0,0.0,3.0,21.0,1.0,0.0,12.0,48.0,51.0,3.0,6.0,,,,,
Park Hun-do,2018,Lotte Giants,0.115,0.258,0.154,0.412,15.0,31.0,26.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.111
Park Hun-do,2017,Lotte Giants,0.257,0.354,0.398,0.752,56.0,130.0,113.0,19.0,29.0,4.0,0.0,4.0,13.0,0.0,0.0,14.0,27.0,45.0,3.0,3.0,0.0,0.0,0.0,0.24,0.188
Park Hun-do,2016,Lotte Giants,0.261,0.378,0.493,0.871,37.0,82.0,69.0,9.0,18.0,7.0,0.0,3.0,11.0,1.0,0.0,10.0,25.0,34.0,1.0,3.0,0.0,0.0,0.0,0.261,0.235
Park Hun-do,2015,Nexen Heroes,0.248,0.371,0.417,0.788,108.0,267.0,218.0,31.0,54.0,13.0,0.0,8.0,42.0,0.0,2.0,37.0,52.0,91.0,6.0,7.0,3.0,2.0,0.0,0.333,0.286
Park Hun-do,2014,Nexen Heroes,0.245,0.327,0.394,0.721,47.0,113.0,94.0,12.0,23.0,2.0,0.0,4.0,14.0,2.0,0.0,9.0,19.0,37.0,0.0,4.0,3.0,3.0,0.0,0.115,0.182
Park Hun-do,2013,Nexen Heroes,0.083,0.154,0.167,0.321,9.0,13.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167
Park Hun-do,2012,Nexen Heroes,0.176,0.31,0.176,0.486,23.0,42.0,34.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,12.0,6.0,0.0,0.0,,,,,
Park Hun-do,2011,Nexen Heroes,0.0,0.091,0.0,0.091,7.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,,,,,
Seo Geon-chang,2024,Kia Tigers,0.31,0.416,0.404,0.82,94.0,248.0,203.0,40.0,63.0,14.0,1.0,1.0,26.0,3.0,1.0,36.0,31.0,82.0,2.0,3.0,3.0,3.0,0.0,0.344,0.346
Seo Geon-chang,2023,LG Twins,0.2,0.26,0.282,0.542,44.0,126.0,110.0,14.0,22.0,5.0,2.0,0.0,12.0,3.0,3.0,10.0,14.0,31.0,5.0,0.0,3.0,3.0,0.0,0.241,0.1
Seo Geon-chang,2022,LG Twins,0.224,0.299,0.306,0.605,77.0,247.0,219.0,39.0,49.0,10.0,1.0,2.0,18.0,8.0,3.0,20.0,44.0,67.0,5.0,4.0,3.0,1.0,0.0,0.172,0.2
Seo Geon-chang,2021,LG Twins,0.253,0.35,0.343,0.693,144.0,600.0,513.0,78.0,130.0,24.0,2.0,6.0,52.0,12.0,4.0,69.0,78.0,176.0,14.0,9.0,5.0,4.0,2.0,0.24,0.286
Seo Geon-chang,2020,Kiwoom Heroes,0.277,0.39,0.386,0.776,135.0,595.0,484.0,79.0,134.0,28.0,5.0,5.0,52.0,24.0,10.0,91.0,58.0,187.0,8.0,5.0,5.0,10.0,1.0,0.3,0.75
Seo Geon-chang,2019,Kiwoom Heroes,0.3,0.373,0.383,0.756,113.0,486.0,426.0,67.0,128.0,23.0,3.0,2.0,41.0,17.0,3.0,49.0,50.0,163.0,5.0,3.0,3.0,5.0,1.0,0.344,0.333
Seo Geon-chang,2018,Nexen Heroes,0.34,0.399,0.426,0.825,37.0,160.0,141.0,28.0,48.0,12.0,0.0,0.0,15.0,2.0,0.0,12.0,19.0,60.0,1.0,3.0,2.0,2.0,0.0,0.311,0.667
Seo Geon-chang,2017,Nexen Heroes,0.332,0.403,0.429,0.832,139.0,615.0,539.0,87.0,179.0,28.0,3.0,6.0,76.0,15.0,6.0,67.0,68.0,231.0,11.0,1.0,2.0,6.0,1.0,0.365,1.0
Seo Geon-chang,2016,Nexen Heroes,0.325,0.406,0.441,0.847,140.0,646.0,560.0,111.0,182.0,30.0,7.0,7.0,63.0,26.0,13.0,69.0,58.0,247.0,6.0,10.0,3.0,4.0,2.0,0.305,0.0
Seo Geon-chang,2015,Nexen Heroes,0.298,0.381,0.429,0.81,85.0,368.0,312.0,52.0,93.0,24.0,4.0,3.0,37.0,9.0,2.0,42.0,24.0,134.0,7.0,1.0,11.0,2.0,0.0,0.387,0.5
Seo Geon-chang,2014,Nexen Heroes,0.37,0.438,0.547,0.985,128.0,616.0,543.0,135.0,201.0,41.0,17.0,7.0,67.0,48.0,17.0,59.0,47.0,297.0,1.0,8.0,4.0,2.0,0.0,0.39,0.0
Seo Geon-chang,2013,Nexen Heroes,0.266,0.352,0.32,0.672,86.0,372.0,316.0,53.0,84.0,13.0,2.0,0.0,18.0,26.0,7.0,33.0,29.0,101.0,3.0,11.0,0.0,0.0,0.0,0.143,0.0
